CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Business Analytics I ,Winter 2016 ,"Gradwohl, Ronen" ,DECS-430-5 (72) ,Winter 2016 Bidding Phase I ,DECS ,Chicago ,Thu 6:00PM - 9:00PM ,9 ,0 ,65 ,65 ,9 ,Evening ,0 ,56
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2016 ,"Pearce, Nicholas" ,MORS-462-5 (31) ,Winter 2016 Bid to Waitlist ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,5 ,0 ,Full-Time ,3 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2016 ,"Stoudemire, Tyronne" ,MORS-462-5 (31) ,Winter 2016 Bid to Waitlist ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,25 ,0 ,Evening ,1 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2016 ,"Stoudemire, Tyronne" ,MORS-462-5 (31) ,Winter 2016 Bid to Waitlist ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,5 ,0 ,Full-Time ,3 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2016 ,"Pearce, Nicholas" ,MORS-462-5 (31) ,Winter 2016 Bid to Waitlist ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,25 ,0 ,Evening ,1 ,0
Strategy and Organization ,Winter 2016 ,"Georgiadis, Georgios" ,STRT-452-0 (71) ,Winter 2016 Bidding Phase I ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,57 ,0 ,65 ,65 ,57 ,Evening ,0 ,8
Strategy and Organization ,Winter 2016 ,"Georgiadis, Georgios" ,STRT-452-0 (71) ,Winter 2016 Bidding Phase II ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,14 ,0 ,15 ,65 ,14 ,Evening ,0 ,1
Business Strategy ,Winter 2016 ,"Hubbard, Thomas" ,STRT-431-0 (72) ,Winter 2016 Bidding Phase I ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,19 ,0 ,70 ,70 ,19 ,Evening ,0 ,51
Business Strategy ,Winter 2016 ,"Hubbard, Thomas" ,STRT-431-0 (72) ,Winter 2016 Bidding Phase II ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,52 ,70 ,1 ,Evening ,0 ,51
Health and Human Rights ,Winter 2016 ,"Sorensen, Juliet" ,KPPI-933-0 (31) ,Winter 2016 Bid to Waitlist ,KPPI ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,10 ,0 ,Evening ,0 ,0
Marketing Management ,Winter 2016 ,"Labroo, Aparna" ,MKTG-430-0 (71) ,Winter 2016 Bidding Phase I ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,32 ,0 ,65 ,65 ,32 ,Evening ,0 ,33
Marketing Management ,Winter 2016 ,"Labroo, Aparna" ,MKTG-430-0 (71) ,Winter 2016 Bidding Phase II ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,2 ,0 ,34 ,65 ,2 ,Evening ,0 ,32
Health and Human Rights ,Winter 2016 ,"Sorensen, Juliet" ,KPPI-933-0 (31) ,Winter 2016 Bid to Waitlist ,KPPI ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,5 ,0 ,Full-Time ,1 ,0
New Venture Discovery ,Winter 2016 ,"Schonthal, David" ,KIEI-462-0 (62) ,Winter 2016 Bid to Waitlist ,KIEI ,Evanston ,Thu 1:30PM - 4:30PM ,0 ,0 ,0 ,32 ,0 ,Full-Time ,5 ,0
Microeconomic Analysis ,Winter 2016 ,Unknown ,MECN-430-0 (X64) ,Winter 2016 Bidding Phase I ,MECN ,Evanston ,TBA  ,3 ,0 ,65 ,65 ,3 ,Full-Time ,0 ,62
Empirical Methods in Finance ,Winter 2016 ,Unknown ,FINC-970-0 (X81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,TBA  ,2 ,0 ,10 ,10 ,2 ,Evening ,0 ,8
Finance I ,Winter 2016 ,Unknown ,FINC-430-0 (X63) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,TBA  ,2 ,0 ,65 ,65 ,2 ,Full-Time ,0 ,63
Empirical Methods in Finance ,Winter 2016 ,Unknown ,FINC-970-0 (X81) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,TBA  ,1 ,0 ,40 ,40 ,1 ,Full-Time ,0 ,39
Pharmaceutical Strategy ,Winter 2016 ,Unknown ,HEMA-931-5 (X61) ,Winter 2016 Bidding Phase I ,HEMA ,Evanston ,TBA  ,6 ,0 ,62 ,62 ,6 ,Full-Time ,0 ,56
Pharmaceutical Strategy ,Winter 2016 ,Unknown ,HEMA-931-5 (X61) ,Winter 2016 Bidding Phase II ,HEMA ,Evanston ,TBA  ,1 ,0 ,56 ,62 ,1 ,Full-Time ,0 ,55
Investments ,Winter 2016 ,"Dew-Becker, Ian" ,FINC-460-0 (76) ,Winter 2016 Bidding Phase I ,FINC ,Chicago ,Sat 9:00AM - 12:00PM ,17 ,0 ,65 ,65 ,17 ,Weekend ,0 ,48
Managing Turnarounds ,Winter 2016 ,"Shein, James" ,STRT-934-0 (76) ,Winter 2016 Bidding Phase I ,STRT ,Chicago ,Sat 9:00AM - 12:00PM ,40 ,0 ,60 ,60 ,40 ,Weekend ,0 ,20
Managing Turnarounds ,Winter 2016 ,"Shein, James" ,STRT-934-0 (76) ,Winter 2016 Bidding Phase II ,STRT ,Chicago ,Sat 9:00AM - 12:00PM ,2 ,0 ,22 ,60 ,2 ,Weekend ,0 ,20
Marketing Management ,Winter 2016 ,"Labroo, Aparna" ,MKTG-430-0 (76) ,Winter 2016 Bidding Phase I ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,12 ,0 ,65 ,65 ,12 ,Weekend ,0 ,53
Marketing Management ,Winter 2016 ,"Labroo, Aparna" ,MKTG-430-0 (76) ,Winter 2016 Bidding Phase II ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,0 ,0 ,54 ,65 ,0 ,Weekend ,0 ,54
Consumer Insight for Brand Strategy ,Winter 2016 ,"Brendl, C. Miguel" ,MKTG-458-0 (76) ,Winter 2016 Bidding Phase I ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,16 ,0 ,65 ,65 ,16 ,Weekend ,0 ,49
Consumer Insight for Brand Strategy ,Winter 2016 ,"Brendl, C. Miguel" ,MKTG-458-0 (76) ,Winter 2016 Bidding Phase II ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,2 ,0 ,50 ,65 ,2 ,Weekend ,0 ,48
Launching New Products and Services ,Winter 2016 ,"Calpino, Barry" ,MKTG-465-0 (76) ,Winter 2016 Bidding Phase I ,MKTG ,Chicago ,Sat 1:30PM - 4:30PM ,37 ,0 ,65 ,65 ,37 ,Weekend ,0 ,28
Launching New Products and Services ,Winter 2016 ,"Calpino, Barry" ,MKTG-465-0 (76) ,Winter 2016 Bidding Phase II ,MKTG ,Chicago ,Sat 1:30PM - 4:30PM ,3 ,0 ,29 ,65 ,3 ,Weekend ,0 ,26
Strategy and Organization ,Winter 2016 ,"Georgiadis, Georgios" ,STRT-452-0 (76) ,Winter 2016 Bidding Phase I ,STRT ,Chicago ,Sat 1:30PM - 4:30PM ,15 ,0 ,65 ,65 ,15 ,Weekend ,0 ,50
Strategy and Organization ,Winter 2016 ,"Georgiadis, Georgios" ,STRT-452-0 (76) ,Winter 2016 Bidding Phase II ,STRT ,Chicago ,Sat 1:30PM - 4:30PM ,3 ,0 ,50 ,65 ,3 ,Weekend ,0 ,47
Financial Decisions ,Winter 2016 ,"Thompson, Timothy" ,FINC-442-0 (76) ,Winter 2016 Bidding Phase I ,FINC ,Chicago ,Sat 1:30PM - 4:30PM ,24 ,0 ,50 ,50 ,24 ,Weekend ,0 ,26
Financial Decisions ,Winter 2016 ,"Thompson, Timothy" ,FINC-442-0 (76) ,Winter 2016 Bidding Phase II ,FINC ,Chicago ,Sat 1:30PM - 4:30PM ,2 ,0 ,26 ,50 ,2 ,Weekend ,0 ,24
Business Analytics II ,Winter 2016 ,"Maruster, Sorin" ,DECS-431-0 (76) ,Winter 2016 Bidding Phase I ,DECS ,Chicago ,Sat 1:30PM - 4:30PM ,2 ,0 ,65 ,65 ,2 ,Weekend ,0 ,63
Global Initiatives in Management (GIM) ,Winter 2016 ,"Seitz, Tasha" ,INTL-473-0 (89) ,Winter 2016 Bid to Waitlist ,INTL ,Evanston ,Non-Standard Meetings ,0 ,0 ,0 ,17 ,0 ,Full-Time ,2 ,0
Global Initiatives in Management (GIM) ,Winter 2016 ,"Seitz, Tasha" ,INTL-473-0 (89) ,Winter 2016 Bid to Waitlist ,INTL ,Evanston ,Non-Standard Meetings ,0 ,0 ,0 ,5 ,0 ,Evening ,2 ,0
Leadership and Crisis Management ,Winter 2016 ,"Spenkuch, Jorg" ,KPPI-440-5 (71) ,Winter 2016 Bidding Phase I ,KPPI ,Chicago ,Non-Standard Meetings ,32 ,0 ,65 ,65 ,32 ,Evening ,0 ,33
Leadership and Crisis Management ,Winter 2016 ,"Spenkuch, Jorg" ,KPPI-440-5 (71) ,Winter 2016 Bidding Phase II ,KPPI ,Chicago ,Non-Standard Meetings ,1 ,0 ,38 ,65 ,1 ,Evening ,0 ,37
Leadership and Crisis Management ,Winter 2016 ,"Spenkuch, Jorg" ,KPPI-440-5 (72) ,Winter 2016 Bidding Phase I ,KPPI ,Chicago ,Non-Standard Meetings ,53 ,0 ,65 ,65 ,53 ,Evening ,0 ,12
Leadership and Crisis Management ,Winter 2016 ,"Spenkuch, Jorg" ,KPPI-440-5 (72) ,Winter 2016 Bidding Phase II ,KPPI ,Chicago ,Non-Standard Meetings ,9 ,0 ,13 ,65 ,9 ,Evening ,0 ,4
Global Initiatives in Management (GIM) ,Winter 2016 ,"Seitz, Tasha" ,INTL-473-0 (89) ,Winter 2016 Bid to Waitlist ,INTL ,Evanston ,Non-Standard Meetings ,0 ,0 ,1 ,2 ,0 ,Weekend ,0 ,1
Global Initiatives in Management (GIM) ,Winter 2016 ,"Seitz, Tasha" ,INTL-473-0 (89) ,Winter 2016 Bidding Phase I ,INTL ,Evanston ,Non-Standard Meetings ,1 ,0 ,2 ,2 ,1 ,Weekend ,0 ,1
Marketing Management ,Winter 2016 ,"Hennessy, Julie" ,MKTG-430-0 (61) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,1 ,0
Microeconomic Analysis ,Winter 2016 ,"Kets, Willemien" ,MECN-430-0 (61) ,Winter 2016 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,34 ,0 ,63 ,63 ,36 ,Full-Time ,0 ,27
Microeconomic Analysis ,Winter 2016 ,"Kets, Willemien" ,MECN-430-0 (61) ,Winter 2016 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,7 ,0 ,30 ,63 ,10 ,Full-Time ,0 ,20
Intellectual Capital Management ,Winter 2016 ,"Conley, James" ,STRT-441-0 (61) ,Winter 2016 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,23 ,0 ,60 ,65 ,23 ,Full-Time ,0 ,37
Intellectual Capital Management ,Winter 2016 ,"Conley, James" ,STRT-441-0 (61) ,Winter 2016 Bidding Phase II ,STRT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,14 ,0 ,40 ,65 ,14 ,Full-Time ,0 ,26
Finance I ,Winter 2016 ,"Weller, Brian" ,FINC-430-0 (61) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4 ,0 ,65 ,65 ,4 ,Full-Time ,0 ,61
Finance I ,Winter 2016 ,"Weller, Brian" ,FINC-430-0 (61) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,9 ,0 ,61 ,65 ,9 ,Full-Time ,0 ,52
Managerial Accounting ,Winter 2016 ,"Walther, Beverly" ,ACCT-431-0 (61) ,Winter 2016 Bidding Phase I ,ACCT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,55 ,0 ,65 ,65 ,65 ,Full-Time ,0 ,0
Macroeconomic Policy and Global Capital Markets ,Winter 2016 ,"Eberly, Janice" ,FINC-941-0 (62) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,39 ,0 ,64 ,65 ,39 ,Full-Time ,0 ,25
Macroeconomic Policy and Global Capital Markets ,Winter 2016 ,"Eberly, Janice" ,FINC-941-0 (62) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,8 ,0 ,26 ,65 ,8 ,Full-Time ,0 ,18
Investments ,Winter 2016 ,"Dew-Becker, Ian" ,FINC-460-0 (61) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,19 ,0 ,65 ,65 ,19 ,Full-Time ,0 ,46
Investments ,Winter 2016 ,"Dew-Becker, Ian" ,FINC-460-0 (61) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,3 ,0 ,46 ,65 ,3 ,Full-Time ,0 ,43
Strategy and Organization ,Winter 2016 ,"Powell, Michael" ,STRT-452-0 (62) ,Winter 2016 Bid to Waitlist ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,3 ,0
Operations Management ,Winter 2016 ,"Lariviere, Martin" ,OPNS-430-0 (61) ,Winter 2016 Bid to Waitlist ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,0 ,0 ,0 ,63 ,0 ,Full-Time ,2 ,0
Retail Analytics and Pricing ,Winter 2016 ,"Anderson, Eric" ,MKTG-462-0 (62) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,1 ,0
Retail Analytics and Pricing ,Winter 2016 ,"Anderson, Eric" ,MKTG-462-0 (62) ,Winter 2016 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,49 ,0 ,60 ,65 ,60 ,Full-Time ,0 ,0
Marketing Strategy for Growth and Defense ,Winter 2016 ,"Hennessy, Julie" ,MKTG-466-0 (61) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,1 ,0
Thought Leadership Seminar ,Winter 2016 ,"Weber, Klaus" ,KPPI-484-0 (61) ,Winter 2016 Bidding Phase I ,KPPI ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,11 ,0 ,25 ,25 ,11 ,Full-Time ,0 ,14
Thought Leadership Seminar ,Winter 2016 ,"Weber, Klaus" ,KPPI-484-0 (61) ,Winter 2016 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,2 ,0 ,16 ,25 ,2 ,Full-Time ,0 ,14
Marketing Management ,Winter 2016 ,"Grayson, Kent" ,MKTG-430-0 (63) ,Winter 2016 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,39 ,0 ,65 ,65 ,50 ,Full-Time ,0 ,15
Marketing Management ,Winter 2016 ,"Grayson, Kent" ,MKTG-430-0 (63) ,Winter 2016 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,14 ,0 ,20 ,70 ,14 ,Full-Time ,0 ,6
Marketing Research and Analytics ,Winter 2016 ,"Touré-Tillery, Rima" ,MKTG-450-0 (61) ,Winter 2016 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,36 ,0 ,65 ,65 ,36 ,Full-Time ,0 ,29
Marketing Research and Analytics ,Winter 2016 ,"Touré-Tillery, Rima" ,MKTG-450-0 (61) ,Winter 2016 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,13 ,0 ,36 ,65 ,13 ,Full-Time ,0 ,23
Social Media and Reputation ,Winter 2016 ,"King, Brayden" ,MORS-920-5 (61) ,Winter 2016 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,17 ,0 ,61 ,62 ,17 ,Full-Time ,0 ,44
Social Media and Reputation ,Winter 2016 ,"King, Brayden" ,MORS-920-5 (61) ,Winter 2016 Bidding Phase II ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,14 ,0 ,44 ,62 ,14 ,Full-Time ,0 ,30
Sports and People Analytics ,Winter 2016 ,"King, Brayden" ,MORS-910-5 (62) ,Winter 2016 Bid to Waitlist ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,35 ,0 ,Full-Time ,4 ,0
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2016 ,"Ocasio, William" ,MORS-453-0 (61) ,Winter 2016 Bid to Waitlist ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,1 ,0
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2016 ,"Ocasio, William" ,MORS-453-0 (61) ,Winter 2016 Bidding Phase I ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,46 ,0 ,60 ,65 ,46 ,Full-Time ,0 ,14
Analytical Decision Modeling ,Winter 2016 ,"Bandi, Chaithanya" ,OPNS-450-0 (61) ,Winter 2016 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,28 ,0 ,61 ,65 ,28 ,Full-Time ,0 ,33
Analytical Decision Modeling ,Winter 2016 ,"Bandi, Chaithanya" ,OPNS-450-0 (61) ,Winter 2016 Bidding Phase II ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4 ,0 ,35 ,65 ,4 ,Full-Time ,0 ,31
Derivatives Markets ,Winter 2016 ,"Skiadas, Constantinos" ,FINC-465-0 (61) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,27 ,0 ,38 ,40 ,27 ,Full-Time ,0 ,11
Derivatives Markets ,Winter 2016 ,"Skiadas, Constantinos" ,FINC-465-0 (61) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,10 ,0 ,12 ,40 ,10 ,Full-Time ,0 ,2
Finance I ,Winter 2016 ,"Weller, Brian" ,FINC-430-0 (62) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,6 ,0 ,65 ,65 ,6 ,Full-Time ,0 ,59
Finance I ,Winter 2016 ,"Weller, Brian" ,FINC-430-0 (62) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,24 ,0 ,59 ,65 ,24 ,Full-Time ,0 ,35
Finance II ,Winter 2016 ,"Matsa, David" ,FINC-431-0 (61) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,1 ,0
Financial Decisions ,Winter 2016 ,"Benmelech, Efraim" ,FINC-442-0 (62) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,4 ,0
Financial Reporting and Analysis ,Winter 2016 ,"Chapman, Craig" ,ACCT-451-0 (61) ,Winter 2016 Bidding Phase I ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,14 ,0 ,47 ,50 ,14 ,Full-Time ,0 ,33
Financial Reporting and Analysis ,Winter 2016 ,"Chapman, Craig" ,ACCT-451-0 (61) ,Winter 2016 Bidding Phase II ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,8 ,0 ,34 ,50 ,8 ,Full-Time ,0 ,26
Managerial Accounting ,Winter 2016 ,"Walther, Beverly" ,ACCT-431-0 (62) ,Winter 2016 Bid to Waitlist ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,4 ,0
Financial Reporting and Analysis ,Winter 2016 ,"Chapman, Craig" ,ACCT-451-0 (62) ,Winter 2016 Bidding Phase I ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,24 ,0 ,49 ,50 ,24 ,Full-Time ,0 ,25
Financial Reporting and Analysis ,Winter 2016 ,"Chapman, Craig" ,ACCT-451-0 (62) ,Winter 2016 Bidding Phase II ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,3 ,0 ,27 ,50 ,3 ,Full-Time ,0 ,24
Finance II ,Winter 2016 ,"Matsa, David" ,FINC-431-0 (62) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,1 ,0
Financial Decisions ,Winter 2016 ,"Benmelech, Efraim" ,FINC-442-0 (63) ,Winter 2016 Bid to Waitlist ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,0 ,50 ,0 ,Full-Time ,4 ,0
Macroeconomic Policy and Global Capital Markets ,Winter 2016 ,"Eberly, Janice" ,FINC-941-0 (61) ,Winter 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,39 ,0 ,64 ,65 ,39 ,Full-Time ,0 ,25
Macroeconomic Policy and Global Capital Markets ,Winter 2016 ,"Eberly, Janice" ,FINC-941-0 (61) ,Winter 2016 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,17 ,0 ,26 ,65 ,17 ,Full-Time ,0 ,9
Strategy and Organization ,Winter 2016 ,"Powell, Michael" ,STRT-452-0 (61) ,Winter 2016 Bid to Waitlist ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,2 ,0
Negotiations ,Winter 2016 ,"Medvec, Victoria" ,MORS-470-0 (62) ,Winter 2016 Bid to Waitlist ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,-1 ,72 ,0 ,Full-Time ,1 ,-1
Retail Analytics and Pricing ,Winter 2016 ,"Anderson, Eric" ,MKTG-462-0 (61) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,3 ,0
Marketing Management ,Winter 2016 ,"Grayson, Kent" ,MKTG-430-0 (62) ,Winter 2016 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,1 ,65 ,0 ,Full-Time ,0 ,1
Marketing Management ,Winter 2016 ,"Grayson, Kent" ,MKTG-430-0 (62) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,0 ,0 ,0 ,65 ,0 ,Full-Time ,2 ,0
Microeconomic Analysis ,Winter 2016 ,"Kets, Willemien" ,MECN-430-0 (63) ,Winter 2016 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,46 ,0 ,63 ,63 ,46 ,Full-Time ,0 ,17
Leading Mission Driven Enterprises ,Winter 2016 ,"Haider, Donald" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase I ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,7 ,0 ,55 ,55 ,7 ,Full-Time ,0 ,48
Leading Mission Driven Enterprises ,Winter 2016 ,"Haider, Donald" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase II ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,6 ,0 ,48 ,55 ,6 ,Full-Time ,0 ,42
Leading Mission Driven Enterprises ,Winter 2016 ,"Howard, Liz" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase I ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,7 ,0 ,55 ,55 ,7 ,Full-Time ,0 ,48
Leading Mission Driven Enterprises ,Winter 2016 ,"Howard, Liz" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase II ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,6 ,0 ,48 ,55 ,6 ,Full-Time ,0 ,42
Entrepreneurial Selling: Business to Business ,Winter 2016 ,"Arakelian, Gary" ,MKTG-962-5 (80) ,Winter 2016 Bid to Waitlist ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,0 ,0 ,0 ,7 ,0 ,Evening ,1 ,0
Persuasive Presentations ,Winter 2016 ,"Van Camp, Karen" ,KACI-450-0 (91) ,Winter 2016 Bid to Waitlist ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,0 ,0 ,0 ,36 ,0 ,Full-Time ,1 ,0
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ramesh, Sampath" ,INTL-473-0 (81) ,Winter 2016 Bidding Phase I ,INTL ,Evanston ,Mon 6:30PM - 9:30PM ,0 ,0 ,2 ,2 ,0 ,Weekend ,0 ,2
Global Initiatives in Management (GIM) ,Winter 2016 ,"Ramesh, Sampath" ,INTL-473-0 (81) ,Winter 2016 Bidding Phase II ,INTL ,Evanston ,Mon 6:30PM - 9:30PM ,0 ,0 ,2 ,2 ,0 ,Weekend ,0 ,2
Leading Mission Driven Enterprises ,Winter 2016 ,"Haider, Donald" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase I ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,8 ,0 ,10 ,10 ,8 ,Evening ,0 ,2
Leading Mission Driven Enterprises ,Winter 2016 ,"Haider, Donald" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase II ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,1 ,0 ,3 ,10 ,1 ,Evening ,0 ,2
Leading Mission Driven Enterprises ,Winter 2016 ,"Howard, Liz" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase I ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,8 ,0 ,10 ,10 ,8 ,Evening ,0 ,2
Leading Mission Driven Enterprises ,Winter 2016 ,"Howard, Liz" ,KPPI-450-0 (81) ,Winter 2016 Bidding Phase II ,KPPI ,Evanston ,Mon 6:30PM - 9:30PM ,1 ,0 ,3 ,10 ,1 ,Evening ,0 ,2
Startup Programming and Management ,Winter 2016 ,"Eng, Brian" ,KIEI-925-0 (81) ,Winter 2016 Bidding Phase I ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,17 ,0 ,30 ,30 ,17 ,Full-Time ,0 ,13
Startup Programming and Management ,Winter 2016 ,"Eng, Brian" ,KIEI-925-0 (81) ,Winter 2016 Bidding Phase II ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,3 ,0 ,14 ,30 ,3 ,Full-Time ,0 ,11
New Venture Launch ,Winter 2016 ,"Parkinson, Thomas" ,KIEI-942-5 (81) ,Winter 2016 Bidding Phase I ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,1 ,0 ,20 ,20 ,1 ,Full-Time ,0 ,19
New Venture Launch ,Winter 2016 ,"Parkinson, Thomas" ,KIEI-942-5 (81) ,Winter 2016 Bidding Phase II ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,1 ,0 ,20 ,20 ,1 ,Full-Time ,0 ,19
